id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO1364015657,Apartamento En Arriendo En Poblado Sector Los Balsos ,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1364015657-apartamento-en-arriendo-en-poblado-sector-los-balsos-_JM,classified,MCO,MCO1473,MCO-APARTMENTS_FOR_RENT,4500000,1,,False,2024-03-10T15:34:13.639Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxPUzQwNjE0Mw', 'name': 'Los Balsos'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2476376, 'longitude': -75.5658153}","{'contact': 'Grupo Respaldo Inmobiliario', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1194088518,GRUPORESPALDOINMOBILIARIOSA
MCO2168889810,Se Vende Casa Cerca A La Casa Museo En Circasia Quindío,new,gold_premium,https://casa.mercadolibre.com.co/MCO-2168889810-se-vende-casa-cerca-a-la-casa-museo-en-circasia-quindio-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,270000000,1,,False,2024-07-20T04:00:00.000Z,"{'address_line': 'Circasia Quindio', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0NJUjRjMWE5', 'name': 'Circasia'}, 'state': {'id': 'TUNPUFFVSW9kYmZm', 'name': 'Quindio'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6208335, 'longitude': -75.638506}","{'contact': 'Johana Bienes Raíces', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,802861619,JOHANABIENESRAICES
MCO2203234586,Casa Campestre En Arriendo/venta En La Mesa Condominio Miralomas De Holanda. Cod 427,used,gold_premium,https://casa.mercadolibre.com.co/MCO-2203234586-casa-campestre-en-arriendoventa-en-la-mesa-condominio-miralomas-de-holanda-cod-427-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,1680000000,1,,False,2024-08-06T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxBTTY3NDQ2NQ', 'name': 'La Mesa'}, 'city': {'id': 'TUNPQ0xBWjgyZmI3', 'name': 'La Mesa'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.629, 'longitude': -74.466}","{'contact': 'CON-DOMINIO INMOBILIARIO SAS', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1135952505,CONDOMINIOINMOBILIARIOSASCO
MCO1371457805,Venta Finca En La Ceja Antioquia,used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-1371457805-venta-finca-en-la-ceja-antioquia-_JM,classified,MCO,MCO6403,MCO-FARM_HOUSES_FOR_SALE,987000000,1,,False,2024-12-23T07:28:32.677Z,"{'address_line': 'La Ceja, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0xBWjI0NTNl', 'name': 'La Ceja'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.0298998, 'longitude': -75.4305712}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1330710565,CLICKCASAS1
MCO2209315172,"Alquiler Finca Nuevo Sol - Completísima, Buen Precio Aproveche!",used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-2209315172-alquiler-finca-nuevo-sol-completisima-buen-precio-aproveche-_JM,classified,MCO,MCO6402,MCO-FARM_HOUSES_FOR_RENT,37000,1,,False,2024-03-16T04:00:00.000Z,"{'address_line': 'La Gran Via, Tena, Cundinamarca, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1RFTmJiMGM0', 'name': 'Tena'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.6488389, 'longitude': -74.4137233}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,not_specified,not_specified,[],,,74822633,DANMAR05
MCO2167368050,Venta Apartamento 72 M2 A Sólo 4 Minutos Del Centro De Pereira,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-2167368050-venta-apartamento-72-m2-a-solo-4-minutos-del-centro-de-pereira-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,300000000,1,,False,2024-07-20T04:00:00.000Z,"{'address_line': 'La Macarena', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0RPU2E2OGE1', 'name': 'Dosquebradas'}, 'state': {'id': 'TUNPUFJJU2ExMWIyYg', 'name': 'Risaralda'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.8307111, 'longitude': -75.6903529}","{'contact': 'Luz Stella Marulanda', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1203373048,INMOGESTIONCOL
MCO2202147676,Casa Quiroga ,used,gold_premium,https://casa.mercadolibre.com.co/MCO-2202147676-casa-quiroga-_JM,classified,MCO,MCO1467,MCO-HOUSES_FOR_RENT,1600000,1,,False,2024-05-07T04:00:00.000Z,"{'address_line': 'Carrera 20a #32-13, Bogotá, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlFVSTczOTI4', 'name': 'Quiroga Sur'}, 'city': {'id': 'TUNPQ1JBRjkyNTA2', 'name': 'Rafael Uribe Uribe'}, 'state': {'id': 'TUNPUEJPR1gxMDljZA', 'name': 'Bogotá D.C.'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.5789103, 'longitude': -74.1144617}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1668925579,SOCIALGROUPSAS_
MCO1377557673,Venta Casas Campestres Condominio Via Armenia 5 Min De Pereira  ,new,gold_premium,https://casa.mercadolibre.com.co/MCO-1377557673-venta-casas-campestres-condominio-via-armenia-5-min-de-pereira-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,1175440000,1,,False,2024-07-01T04:00:00.000Z,"{'address_line': 'Via Armenia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1BFUmMwMjJk', 'name': 'Pereira'}, 'state': {'id': 'TUNPUFJJU2ExMWIyYg', 'name': 'Risaralda'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.7247393, 'longitude': -75.6306}","{'contact': 'Grupo Momento Zero SAS', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,232541369,MOMENTOZEROSASGRUPO
MCO2061337850,Arriendo Bodega Lote Industrialen Caldas Antioquia Area Aprox 2.000 M2,used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-2061337850-arriendo-bodega-lote-industrialen-caldas-antioquia-area-aprox-2000-m2-_JM,classified,MCO,MCO50565,MCO-WAREHOUSES_FOR_RENT,11000000,1,,False,2024-11-30T17:47:48.513Z,"{'address_line': 'La Tolva', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0NBTDQ5NDdh', 'name': 'Caldas'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.0611499, 'longitude': -75.64126}","{'contact': 'PENAGOS INMUEBLES', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1570065170,INMUEBLESPENAGOS20231128130406
MCO1365201459,Se Vende Apartamento En Nogales,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1365201459-se-vende-apartamento-en-nogales-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,195000000,1,,False,2024-05-25T19:47:36.816Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkxPUzE4NjA4NA', 'name': 'Los Nogales'}, 'city': {'id': 'TUNPQ0JBUjkzOTg0', 'name': 'Barranquilla'}, 'state': {'id': 'TUNPUEFUTG9mNDk5', 'name': 'Atlántico'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 10.9926601, 'longitude': -74.8296535}","{'contact': 'ASESORÍAS GEROSY', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,709391727,ASESORIASGEROSY
