id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO2047055392,Apartamento En Arriendo Envigado Sector El Portal,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-2047055392-apartamento-en-arriendo-envigado-sector-el-portal-_JM,classified,MCO,MCO1473,MCO-APARTMENTS_FOR_RENT,3300000,1,,False,2024-03-10T15:17:35.289Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TVhYRWwgUG9ydGFsVFVOUFEwVk9WalU1WWpZe', 'name': 'El Portal'}, 'city': {'id': 'TUNPQ0VOVjU5YjYx', 'name': 'Envigado'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.1746021, 'longitude': -75.5894352}","{'contact': 'Grupo Respaldo Inmobiliario', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1194088518,GRUPORESPALDOINMOBILIARIOSA
MCO1363998913,Casa Dúplex En Venta En Envigado Sector La Superior,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1363998913-casa-duplex-en-venta-en-envigado-sector-la-superior-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,1850000000,1,,False,2024-06-08T15:39:34.895Z,"{'address_line': 'La Superior', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0VOVjU5YjYx', 'name': 'Envigado'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.8495529, 'longitude': -75.68408}","{'contact': 'Grupo Respaldo Inmobiliario', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1194088518,GRUPORESPALDOINMOBILIARIOSA
MCO1350132713,Finca En Venta En Sopetran En Unidad Cerrada,used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-1350132713-finca-en-venta-en-sopetran-en-unidad-cerrada-_JM,classified,MCO,MCO6403,MCO-FARM_HOUSES_FOR_SALE,890000000,1,,False,2024-11-10T11:48:25.704Z,"{'address_line': 'Sopetrán, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1NPUDM1NDg2', 'name': 'Sopetrán'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.501534, 'longitude': -75.743398}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,85859864,G2PROPIEDADRAIZ
MCO2156401408,Apartamento En Venta En Belen - Rodeo Alto,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-2156401408-apartamento-en-venta-en-belen-rodeo-alto-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,300000000,1,,False,2024-07-14T04:00:00.000Z,"{'address_line': 'Rodeo Alto, Cl. 9 Sur # 79a - 72, La Hondonada, Medellín, Belén, Medellín, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUjgwNTQyNw', 'name': 'El Rodeo'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2026312, 'longitude': -75.6012513}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1493683593,BROKERJUANPUERTA
MCO1363989419,Nueva Etapa Casas En Venta En Obra Gris En Conjunto Cerrado Mariquita Tolima 3 Alcobas 3 Baños Sala Comedor Cocina Patio Interior Balcon Garaje Conjunto Con Piscina Adultos Piscina Niños Jacuzzi,new,gold_premium,https://casa.mercadolibre.com.co/MCO-1363989419-nueva-etapa-casas-en-venta-en-obra-gris-en-conjunto-cerrado-mariquita-tolima-3-alcobas-3-banos-sala-comedor-cocina-patio-interior-balcon-garaje-conjunto-con-piscina-adultos-piscina-ninos-jacuzzi-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,180000000,1,,False,2024-05-21T04:00:00.000Z,"{'address_line': 'Calle 11 cra. 3 w, Mariquita, Tolima, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ01BUmUxNWM2', 'name': 'Mariquita'}, 'state': {'id': 'TUNPUFRPTGExNGZkNA', 'name': 'Tolima'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 5.1926083, 'longitude': -74.9006072}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,97570669,IDSS SAS
MCO1386939289,Apartamento Para Arriendo En Robledo Ac-63176,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1386939289-apartamento-para-arriendo-en-robledo-ac-63176-_JM,classified,MCO,MCO1473,MCO-APARTMENTS_FOR_RENT,1200000,1,,False,2024-04-29T04:00:00.000Z,"{'address_line': 'Robledo, Medellín, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlJPQjkyODY1NQ', 'name': 'Robledo'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2769988, 'longitude': -75.596802}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,203343351,ACRECERINMOBILIARIA
MCO2047041748,Casa En Venta Bello Sector Niquía ,used,gold_premium,https://casa.mercadolibre.com.co/MCO-2047041748-casa-en-venta-bello-sector-niquia-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,270000000,1,,False,2024-06-08T15:22:17.474Z,"{'address_line': 'Niquia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0JFTDg0Y2E', 'name': 'Bello'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.3369132, 'longitude': -75.5498313}","{'contact': 'Grupo Respaldo Inmobiliario', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1194088518,GRUPORESPALDOINMOBILIARIOSA
MCO1388371433,Apartamento En Venta Copacabana Sector Loma De Los Montoya,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1388371433-apartamento-en-venta-copacabana-sector-loma-de-los-montoya-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,213000000,1,,False,2024-08-04T13:51:41.000Z,"{'address_line': 'Copacabana', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ0NPUDhkMjM1', 'name': 'Copacabana'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2408205, 'longitude': -75.6008459}","{'contact': 'Grupo Respaldo Inmobiliario', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1194088518,GRUPORESPALDOINMOBILIARIOSA
MCO1368187289,Casa En Arriendo En Medellín Sector Palmas,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1368187289-casa-en-arriendo-en-medellin-sector-palmas-_JM,classified,MCO,MCO1473,MCO-APARTMENTS_FOR_RENT,15000000,1,,False,2024-03-21T15:16:06.552Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMVDE3OTU5Mg', 'name': 'El Tesoro'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2536087, 'longitude': -75.5684254}","{'contact': 'Grupo Respaldo Inmobiliario', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1194088518,GRUPORESPALDOINMOBILIARIOSA
MCO2121890818,¡¡¡ Gangazo Hermosa Casa Barata!!!,used,gold_premium,https://casa.mercadolibre.com.co/MCO-2121890818--gangazo-hermosa-casa-barata-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,128000000,1,,False,2024-06-27T15:01:11.350Z,"{'address_line': 'Barrio El Jordan, Villavicencio, Meta, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1ZJTDNiNzQ2', 'name': 'Villavicencio'}, 'state': {'id': 'TUNPUE1FVGExNzFjNQ', 'name': 'Meta'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.1514385, 'longitude': -73.6234496}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1614239446,PELE20231228161748
