id,title,condition,listing_type_id,permalink,buying_mode,site_id,category_id,domain_id,price,available_quantity,official_store_id,accepts_mercadopago,stop_time,location,seller_contact,catalog_listing,promotions,official_store_name,category,shipping_store_pick_up,shipping_free_shipping,shipping_logistic_type,shipping_mode,shipping_tags,shipping_benefits,shipping_promise,seller_id,seller_nickname
MCO2046991804,Apartamento Dúplex En Arriendo En Medellín Sector San Lucas,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-2046991804-apartamento-duplex-en-arriendo-en-medellin-sector-san-lucas-_JM,classified,MCO,MCO1473,MCO-APARTMENTS_FOR_RENT,15000000,1,,False,2024-03-10T15:14:47.578Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQlNBTjkyNTE3OA', 'name': 'San Lucas'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2476376, 'longitude': -75.5658153}","{'contact': 'Grupo Respaldo Inmobiliario', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1194088518,GRUPORESPALDOINMOBILIARIOSA
MCO2047015662,Casa En Arriendo En El Retiro Sector Montebello ,used,gold_premium,https://casa.mercadolibre.com.co/MCO-2047015662-casa-en-arriendo-en-el-retiro-sector-montebello-_JM,classified,MCO,MCO1467,MCO-HOUSES_FOR_RENT,15000000,1,,False,2024-03-10T15:42:55.906Z,"{'address_line': 'Montebello', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ01PTmUwNzMz', 'name': 'Montebello'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.056349, 'longitude': -75.5014868}","{'contact': 'Grupo Respaldo Inmobiliario', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1194088518,GRUPORESPALDOINMOBILIARIOSA
MCO2046651966,Casa En Arriendo En Medellin Sector Poblado,used,gold_premium,https://casa.mercadolibre.com.co/MCO-2046651966-casa-en-arriendo-en-medellin-sector-poblado-_JM,classified,MCO,MCO1467,MCO-HOUSES_FOR_RENT,20000000,1,,False,2024-03-10T14:50:28.259Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkVMUDI3MDA0Ng', 'name': 'El Poblado'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2085595, 'longitude': -75.5507812}","{'contact': 'Grupo Respaldo Inmobiliario', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1194088518,GRUPORESPALDOINMOBILIARIOSA
MCO1735498128,Venta De Lote En San Vicente - Vereda La Enea,used,gold_premium,https://lote-casalote.mercadolibre.com.co/MCO-1735498128-venta-de-lote-en-san-vicente-vereda-la-enea-_JM,classified,MCO,MCO52059,MCO-INDIVIDUAL_LANDS_FOR_SALE,250000000,1,,False,2024-07-23T04:00:00.000Z,"{'address_line': '7MQ5+3H San Vicente, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1NBTjNhNGY4', 'name': 'San Vicente'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2877146, 'longitude': -75.3410797}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,280906476,MEJIAGUERRAPROPIEDADES
MCO1748422534,Casa En Venta En Cali Urbanización La Base. Cod 13926,used,gold_premium,https://casa.mercadolibre.com.co/MCO-1748422534-casa-en-venta-en-cali-urbanizacion-la-base-cod-13926-_JM,classified,MCO,MCO1468,MCO-INDIVIDUAL_HOUSES_FOR_SALE,450000000,1,,False,2024-03-08T22:18:50.116Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJBUzgwOTgwOQ', 'name': 'Base Aérea'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}, 'state': {'id': 'TUNPUFZBTGExNmNjNg', 'name': 'Valle Del Cauca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 3.447, 'longitude': -76.495}","{'contact': 'somosbrokersinmobiliarios', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,181627009,YAMILETHGARCIAOCHOA
MCO2221513152,Arriendo Apartaestudio Belen ,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-2221513152-arriendo-apartaestudio-belen-_JM,classified,MCO,MCO1473,MCO-APARTMENTS_FOR_RENT,1200000,1,,False,2024-05-22T04:00:00.000Z,"{'address_line': '', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TUNPQkJFTDcwNjc0Mg', 'name': 'Belén Las Mercedes'}, 'city': {'id': 'TUNPQ01FRGRjNjc4', 'name': 'Medellín'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.2363088, 'longitude': -75.6075906}","{'contact': 'Grupo Integra Propiedad Raíz', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1405794222,GRUPOGRUPO20230622170635
MCO2209008402,Villa Isleña - Finca Privada Sasaima Descanso Y Naturaleza,used,gold_premium,https://inmueble.mercadolibre.com.co/MCO-2209008402-villa-islena-finca-privada-sasaima-descanso-y-naturaleza-_JM,classified,MCO,MCO6402,MCO-FARM_HOUSES_FOR_RENT,45000,1,,False,2024-03-16T04:00:00.000Z,"{'address_line': '7 23', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ1NBU2Q3ZDU5', 'name': 'Sasaima'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.9644214, 'longitude': -74.4346405}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,not_specified,not_specified,[],,,117085006,JONATHAN-AGUILAR
MCO1377858881,"Venta Apartamento 70m2, Sabaneta P.25",new,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1377858881-venta-apartamento-70m2-sabaneta-p25-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,450000000,1,,False,2024-07-02T14:59:21.275Z,"{'address_line': 'Cl. 75 Sur # 35 - 61, Sabaneta, Antioquia, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {'id': 'TVhYTGEgRG9jdG9yYVRVTlBRMU5CUWpsaVpqQ', 'name': 'La Doctora'}, 'city': {'id': 'TUNPQ1NBQjliZjBm', 'name': 'Sabaneta'}, 'state': {'id': 'TUNPUEFOVGFiZWI3', 'name': 'Antioquia'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 6.1431686, 'longitude': -75.6145839}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,822699148,AREA VITAL
MCO2162331504,Apartamento En  Arriendo En La Ave Alberto Mendoza (279054372).,new,gold_premium,https://apartamento.mercadolibre.com.co/MCO-2162331504-apartamento-en-arriendo-en-la-ave-alberto-mendoza-279054372-_JM,classified,MCO,MCO1473,MCO-APARTMENTS_FOR_RENT,2100000,1,59268.0,False,2024-04-18T04:00:00.000Z,"{'address_line': 'Otro', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ01BTmMwNDc4', 'name': 'Manizales'}, 'state': {'id': 'TUNPUENBTHNjODY4', 'name': 'Caldas'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 5.042166, 'longitude': -75.475357}","{'contact': 'MILLAN Y ASOCIADOS PROPIEDAD RAIZ SAS', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],Millan Asociados,MCO1459,False,False,,not_specified,[],,,1438209200,MILLANMILLAN20230731130103
MCO1361574149,Oportunidad Venta De Hermoso Apartamento En Conjunto Colibrí Barrio Nueva Castilla Mosquera Bogotá Colombia,used,gold_premium,https://apartamento.mercadolibre.com.co/MCO-1361574149-oportunidad-venta-de-hermoso-apartamento-en-conjunto-colibri-barrio-nueva-castilla-mosquera-bogota-colombia-_JM,classified,MCO,MCO1474,MCO-INDIVIDUAL_APARTMENTS_FOR_SALE,153000000,1,,False,2024-05-20T20:29:29.102Z,"{'address_line': 'Calle 23 #20A - 84, Mosquera, Cundinamarca, Colombia', 'zip_code': '', 'subneighborhood': None, 'neighborhood': {}, 'city': {'id': 'TUNPQ01PUzRiMGY3', 'name': 'Mosquera'}, 'state': {'id': 'TUNPUENVTmE3NmQ4', 'name': 'Cundinamarca'}, 'country': {'id': 'CO', 'name': 'Colombia'}, 'latitude': 4.72789, 'longitude': -74.2275678}","{'contact': '', 'other_info': '', 'webpage': '', 'area_code': '', 'phone': '', 'area_code2': '', 'phone2': '', 'email': ''}",False,[],,MCO1459,False,False,,not_specified,[],,,1541705300,CHRISROJASINMUEBLES
